acts,rfwov,sbd,simo,disc,date,rpGroup,rp,evType,chType,crFlag,commit
1,16.26,24.39,,1.626,20140219,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140220,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140222,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140225,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140226,U,COXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140228,U,COXX,P2P,SP,sbd,18mo
1,16.26,34.39,,,20140301,U,COXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140304,U,COXX,P2P,SP,sbd,18mo
3,48.78,83.17,,,20140306,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140312,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140317,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140319,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140320,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140321,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140331,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140401,U,COXX,P2P,SP,sbd,18mo
3,48.78,73.17,,6.341,20140404,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140409,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140410,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140411,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140413,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140414,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140417,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140419,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140425,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140426,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140428,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140429,U,COXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140505,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140506,U,COXX,P2P,SP,sbd,18mo
4,65.041,97.56,,,20140507,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140509,U,COXX,P2P,SP,sbd,18mo
3,48.78,83.17,,4.715,20140512,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140513,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140514,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140516,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140519,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140520,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140522,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140524,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140526,U,COXX,P2P,SP,sbd,18mo
2,32.52,48.78,,3.252,20140527,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140528,U,COXX,P2P,SP,sbd,18mo
3,48.78,73.17,,3.252,20140529,U,COXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140606,U,COXX,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140104,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140107,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140109,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140110,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140113,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140114,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140115,U,COXXV,P2P,SP,sbd,18mo
2,40.65,75.04,,,20140116,U,COXXV,P2P,SP,sbd,18mo
3,60.976,97.56,,2.033,20140117,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140118,U,COXXV,P2P,SP,sbd,18mo
2,40.65,75.04,,2.033,20140120,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140121,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140123,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140125,U,COXXV,P2P,SP,sbd,18mo
3,60.976,97.56,,2.033,20140127,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140129,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140130,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140131,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,2.033,20140201,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140212,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140213,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,2.033,20140214,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140218,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140219,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140222,U,COXXV,P2P,SP,sbd,18mo
3,60.976,97.56,,,20140224,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140227,U,COXXV,P2P,SP,sbd,18mo
3,60.976,97.56,,4.065,20140228,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140301,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,3.862,20140304,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140305,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140306,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140307,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140310,U,COXXV,P2P,SP,sbd,18mo
2,40.65,123.74,,2.033,20140314,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140315,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140320,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140321,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140322,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,3.862,20140331,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140401,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,4.065,20140402,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140403,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140404,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140408,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140414,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140415,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140416,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140417,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,5.691,20140423,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140424,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140426,U,COXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140429,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140502,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140507,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140510,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140513,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140522,U,COXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140529,U,COXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,,20140104,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140114,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,51.138,,,20140117,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140123,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140204,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140207,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,99.44,,5.691,20140208,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,93.42,,5.691,20140211,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140215,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,,20140218,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140225,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,5.691,20140227,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,89.44,,2.846,20140304,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,2.846,20140326,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,93.42,,,20140327,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140410,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,10.016,20140419,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,7.967,20140425,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,54.72,,,20140428,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140509,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,89.444,,7.967,20140510,U,COXXXV,P2P,SP,sbd,18mo
2,56.911,89.447,,,20140513,U,COXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,2.846,20140520,U,COXXXV,P2P,SP,sbd,18mo
2,73.171,113.821,,,20140110,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140124,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.911,,3.659,20140128,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140130,U,COXLV,P2P,SP,sbd,18mo
1,36.585,105.69,,,20140212,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,6.951,20140222,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.911,,,20140226,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140310,U,COXLV,P2P,SP,sbd,18mo
1,36.585,66.91,,7.317,20140314,U,COXLV,P2P,SP,sbd,18mo
2,73.171,113.82,,7.317,20140321,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140326,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,7.317,20140331,U,COXLV,P2P,SP,sbd,18mo
1,36.585,105.69,,3.659,20140502,U,COXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140512,U,COXLV,P2P,SP,sbd,18mo
1,44.715,89.43,,,20140114,U,COLV,P2P,SP,sbd,18mo
1,44.715,89.43,,13.415,20140128,U,COLV,P2P,SP,sbd,18mo
1,44.715,89.43,,4.472,20140213,U,COLV,P2P,SP,sbd,18mo
1,52.846,105.691,,,20140110,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140116,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140117,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140127,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,5.285,20140211,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140401,U,COLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140509,U,COLXV,P2P,SP,sbd,18mo
2,34.959,30,,,20140617,A,CEXX,P2P,SP,sbd,18mo
1,81.301,243.9,,,20140721,U,CPC,P2P,SP,sbd,18mo
1,81.301,243.9,,,20140826,U,CPC,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140531,U,CPXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140605,U,CPXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140610,U,CPXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140611,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140613,U,CPXX,P2P,SP,sbd,18mo
1,16.26,34.39,,1.626,20140614,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140618,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140627,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140628,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140630,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140701,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140702,U,CPXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140704,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140708,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140709,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,3.089,20140710,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,3.089,20140717,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140725,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140729,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140731,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140801,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140812,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140813,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140820,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140827,U,CPXX,P2P,SP,sbd,18mo
3,48.78,73.17,,3.252,20140828,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140902,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140903,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140905,U,CPXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140912,U,CPXX,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140530,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140603,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140605,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140606,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,4.065,20140609,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140611,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140612,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.041,,5.894,20140613,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140616,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,2.033,20140617,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140623,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140625,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,4.065,20140708,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140714,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140715,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,,20140718,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140721,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140722,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140723,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140724,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140728,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,2.033,20140729,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140730,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140801,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140811,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140825,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,,20140828,U,CPXXV,P2P,SP,sbd,18mo
4,81.301,130.08,,6.098,20140829,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,2.033,20140901,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140903,U,CPXXV,P2P,SP,sbd,18mo
2,40.65,65.04,,4.065,20140904,U,CPXXV,P2P,SP,sbd,18mo
1,20.325,32.52,,4.776,20140909,U,CPXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140604,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,,20140610,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,5.691,20140612,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140615,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140621,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,,20140717,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,48.7,,,20140722,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.724,,,20140901,U,CPXXXV,P2P,SP,sbd,18mo
1,28.455,44.72,,,20140906,U,CPXXXV,P2P,SP,sbd,18mo
1,36.585,56.911,,,20140604,U,CPXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140808,U,CPXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140903,U,CPXLV,P2P,SP,sbd,18mo
1,36.585,56.91,,,20140904,U,CPXLV,P2P,SP,sbd,18mo
1,36.585,56.911,,,20140912,U,CPXLV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140712,U,CPLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140826,U,CPLXV,P2P,SP,sbd,18mo
1,52.846,105.69,,,20140911,U,CPLXV,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140103,H,CHS,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140104,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140120,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140121,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140123,H,CHS,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140211,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140423,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140425,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140503,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140519,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140529,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140602,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140618,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140630,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140704,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140709,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140718,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140820,H,CHS,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140102,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,4.878,20140103,H,CHXX,P2P,SP,sbd,18mo
11,178.862,268.29,,1.626,20140104,H,CHXX,P2P,SP,sbd,18mo
9,146.341,219.51,,1.626,20140107,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,1.626,20140108,H,CHXX,P2P,SP,sbd,18mo
10,162.602,243.9,,,20140109,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,,20140110,H,CHXX,P2P,SP,sbd,18mo
8,130.081,195.12,,,20140111,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,,20140113,H,CHXX,P2P,SP,sbd,18mo
8,130.081,205.12,,,20140114,H,CHXX,P2P,SP,sbd,18mo
13,211.382,317.071,,3.252,20140115,H,CHXX,P2P,SP,sbd,18mo
9,146.341,219.51,,,20140116,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,3.252,20140117,H,CHXX,P2P,SP,sbd,18mo
8,130.081,195.12,,3.252,20140118,H,CHXX,P2P,SP,sbd,18mo
5,81.301,131.95,,,20140119,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,,20140120,H,CHXX,P2P,SP,sbd,18mo
6,97.561,156.34,,1.626,20140121,H,CHXX,P2P,SP,sbd,18mo
9,146.341,219.51,,,20140122,H,CHXX,P2P,SP,sbd,18mo
7,113.821,180.73,,4.878,20140123,H,CHXX,P2P,SP,sbd,18mo
10,162.602,243.9,,1.626,20140124,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,,20140125,H,CHXX,P2P,SP,sbd,18mo
8,130.081,195.12,,3.252,20140127,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,3.252,20140128,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140129,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140130,H,CHXX,P2P,SP,sbd,18mo
10,162.602,253.9,,,20140131,H,CHXX,P2P,SP,sbd,18mo
9,146.341,219.51,,,20140201,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,4.878,20140203,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,4.878,20140204,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,1.626,20140205,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140206,H,CHXX,P2P,SP,sbd,18mo
8,130.081,195.12,,3.252,20140207,H,CHXX,P2P,SP,sbd,18mo
7,113.821,190.73,,9.756,20140208,H,CHXX,P2P,SP,sbd,18mo
9,146.341,219.51,,3.252,20140210,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140211,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140212,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,3.252,20140213,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,1.626,20140214,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140215,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140217,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,1.626,20140218,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,,20140219,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140220,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140221,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140222,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140224,H,CHXX,P2P,SP,sbd,18mo
11,178.862,268.291,,3.252,20140225,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,8.13,20140226,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,3.252,20140227,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,4.715,20140228,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140301,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140304,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140305,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140306,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,3.252,20140307,H,CHXX,P2P,SP,sbd,18mo
5,81.301,131.95,,3.252,20140308,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140310,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,,20140311,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140312,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140313,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140314,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140315,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,3.252,20140317,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140318,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140319,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,3.252,20140320,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140321,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140322,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,,20140324,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,3.252,20140326,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,4.878,20140327,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,1.626,20140328,H,CHXX,P2P,SP,sbd,18mo
5,81.301,131.95,,,20140329,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,,20140331,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140401,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,3.252,20140402,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140403,H,CHXX,P2P,SP,sbd,18mo
4,65.041,113.82,,3.252,20140404,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140405,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140407,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,,20140408,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,3.252,20140409,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,3.252,20140410,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,4.878,20140411,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140412,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,4.878,20140414,H,CHXX,P2P,SP,sbd,18mo
6,97.561,146.34,,,20140415,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,1.626,20140416,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140417,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,1.626,20140418,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140419,H,CHXX,P2P,SP,sbd,18mo
4,65.041,97.56,,1.626,20140422,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140424,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,1.626,20140425,H,CHXX,P2P,SP,sbd,18mo
5,81.301,121.95,,1.626,20140426,H,CHXX,P2P,SP,sbd,18mo
2,32.52,48.78,,,20140428,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140429,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140430,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140502,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,,20140503,H,CHXX,P2P,SP,sbd,18mo
7,113.821,170.73,,3.252,20140505,H,CHXX,P2P,SP,sbd,18mo
1,16.26,24.39,,,20140506,H,CHXX,P2P,SP,sbd,18mo
3,48.78,73.17,,1.626,20140507,H,CHXX,P2P,SP,sbd,18mo
